session,speaker,domain,is_true,trial,choice,rt,reward,expertise,q_overall,q_dom
0,Speaker1,A,1,0,1,1.471670274646767,1,0.9,0.55,0.55
0,Speaker1,B,0,1,1,1.7516408815030913,0,0.1,0.49500000000000005,0.45
0,Speaker1,B,1,2,1,0.7729136682053934,1,0.1,0.5455000000000001,0.505
0,Speaker1,B,0,3,1,0.7995887873746819,0,0.1,0.4909500000000001,0.4545
0,Speaker1,B,0,4,0,1.4448553061434524,0,0.1,0.4418550000000001,0.40905
0,Speaker1,B,0,5,1,1.9256468015939605,0,0.1,0.3976695000000001,0.36814500000000006
0,Speaker1,A,1,6,0,1.2642998799318086,1,0.9,0.45790255000000013,0.5950000000000001
0,Speaker1,A,1,7,1,0.8352000431414998,1,0.9,0.5121122950000001,0.6355000000000001
0,Speaker1,A,1,8,1,0.5246129376486216,1,0.9,0.5609010655000001,0.67195
0,Speaker1,B,0,9,1,1.6462987410009795,0,0.1,0.50481095895,0.3313305000000001
0,Speaker1,B,1,10,1,1.5585978348418448,1,0.1,0.5543298630550001,0.39819745000000006
0,Speaker1,A,1,11,1,0.7180678766986284,1,0.9,0.5988968767495001,0.704755
0,Speaker1,B,1,12,1,1.2874974852472605,1,0.1,0.6390071890745501,0.4583777050000001
0,Speaker1,A,0,13,1,2.0674030550129623,0,0.9,0.5751064701670952,0.6342795
0,Speaker1,A,0,14,1,0.8848030096758404,0,0.9,0.5175958231503857,0.57085155
0,Speaker1,A,1,15,1,0.7902839441726001,1,0.9,0.5658362408353471,0.613766395
0,Speaker1,B,0,16,0,1.601040172210869,0,0.1,0.5092526167518124,0.4125399345000001
0,Speaker1,B,0,17,0,1.1330411091869834,0,0.1,0.4583273550766312,0.37128594105000007
0,Speaker1,A,1,18,1,1.2172982274019077,1,0.9,0.5124946195689681,0.6523897555
0,Speaker1,A,1,19,1,0.5097801400611515,1,0.9,0.5612451576120714,0.68715077995
0,Speaker1,A,1,20,1,0.9058971502837088,1,0.9,0.6051206418508642,0.718435701955
0,Speaker1,B,0,21,1,0.8247973024226676,0,0.1,0.5446085776657779,0.33415734694500004
0,Speaker1,B,0,22,0,3.562121815460298,0,0.1,0.4901477198992001,0.30074161225050006
0,Speaker1,A,1,23,1,1.2236552972450214,1,0.9,0.5411329479092801,0.7465921317594999
0,Speaker1,A,1,24,0,0.7784395216415803,1,0.9,0.5870196531183521,0.77193291858355
0,Speaker1,B,1,25,1,1.0716708010842835,1,0.1,0.6283176878065169,0.37066745102545007
0,Speaker1,B,0,26,0,0.8540899086630098,0,0.1,0.5654859190258652,0.3336007059229051
0,Speaker1,A,1,27,1,1.7239329686684681,1,0.9,0.6089373271232786,0.7947396267251949
0,Speaker1,B,0,28,1,1.1097929960030504,0,0.1,0.5480435944109507,0.30024063533061457
0,Speaker1,A,1,29,1,0.594481440375595,1,0.9,0.5932392349698556,0.8152656640526754
0,Speaker1,B,0,30,1,0.992133074574037,0,0.1,0.5339153114728701,0.2702165717975531
0,Speaker1,A,1,31,1,2.3953093877424387,1,0.9,0.580523780325583,0.8337390976474078
0,Speaker1,A,0,32,1,1.4787349376766896,0,0.9,0.5224714022930248,0.750365187882667
0,Speaker1,A,0,33,0,1.0413538837504746,0,0.9,0.4702242620637223,0.6753286690944004
0,Speaker1,A,1,34,1,0.47795528577374063,1,0.9,0.5232018358573501,0.7077958021849603
0,Speaker1,A,1,35,1,0.5979896713023889,1,0.9,0.5708816522716151,0.7370162219664642
0,Speaker1,A,1,36,1,0.7545550850183993,1,0.9,0.6137934870444536,0.7633145997698177
0,Speaker1,B,0,37,1,1.880777729233182,0,0.1,0.5524141383400082,0.2431949146177978
0,Speaker1,B,0,38,0,1.1945717506458386,0,0.1,0.49717272450600736,0.21887542315601802
0,Speaker1,B,0,39,1,0.7048218681765278,0,0.1,0.44745545205540666,0.1969878808404162
0,Speaker1,B,1,40,0,1.1887452806978693,1,0.1,0.502709906849866,0.2772890927563746
0,Speaker1,B,0,41,1,1.534067331935717,0,0.1,0.45243891616487947,0.24956018348073714
0,Speaker1,B,0,42,1,0.9690640273569933,0,0.1,0.4071950245483915,0.22460416513266343
0,Speaker1,A,1,43,0,2.1647843115065726,1,0.9,0.46647552209355236,0.786983139792836
0,Speaker1,B,1,44,0,0.9403387926916231,1,0.1,0.5198279698841971,0.3021437486193971
0,Speaker1,B,1,45,1,0.6592292829976905,1,0.1,0.5678451728957774,0.3719293737574574
0,Speaker1,B,0,46,1,1.246255191763141,0,0.1,0.5110606556061997,0.33473643638171163
0,Speaker1,B,0,47,0,3.2317632136248484,0,0.1,0.45995459004557976,0.30126279274354045
0,Speaker1,A,0,48,1,0.6165591340426495,0,0.9,0.4139591310410218,0.7082848258135523
0,Speaker1,B,0,49,1,0.5920815060165238,0,0.1,0.3725632179369196,0.27113651346918644
0,Speaker1,A,1,50,0,0.9398801242413839,1,0.9,0.4353068961432277,0.7374563432321971
0,Speaker1,A,1,51,0,0.9540334863092639,1,0.9,0.49177620652890497,0.7637107089089774
0,Speaker1,B,0,52,1,1.4596884790553106,0,0.1,0.44259858587601447,0.2440228621222678
0,Speaker1,B,0,53,1,1.1398435159902245,0,0.1,0.398338727288413,0.219620575910041
0,Speaker1,B,0,54,1,0.5356737215882252,0,0.1,0.3585048545595717,0.1976585183190369
0,Speaker1,A,1,55,1,2.9701974194606664,1,0.9,0.42265436910361454,0.7873396380180797
0,Speaker1,A,1,56,1,0.9810838221546767,1,0.9,0.48038893219325307,0.8086056742162717
0,Speaker1,B,0,57,1,0.5896472703517769,0,0.1,0.43235003897392776,0.17789266648713323
0,Speaker1,B,0,58,1,0.6708033429265589,0,0.1,0.389115035076535,0.1601033998384199
0,Speaker1,B,1,59,1,2.441167439708584,1,0.1,0.4502035315688815,0.2440930598545779
0,Speaker1,A,1,60,1,0.5563661730299342,1,0.9,0.5051831784119933,0.8277451067946445
0,Speaker1,A,1,61,0,0.6112711842149743,1,0.9,0.554664860570794,0.8449705961151801
0,Speaker1,A,1,62,0,0.537205670040283,1,0.9,0.5991983745137146,0.8604735365036621
0,Speaker1,A,1,63,1,0.48081866312495486,1,0.9,0.6392785370623432,0.8744261828532959
0,Speaker1,B,0,64,0,1.4679723800359064,0,0.1,0.5753506833561088,0.21968375386912012
0,Speaker1,B,0,65,1,0.8022552304285504,0,0.1,0.517815615020498,0.1977153784822081
0,Speaker1,B,0,66,0,1.2622481727852524,0,0.1,0.46603405351844823,0.1779438406339873
0,Speaker1,B,0,67,1,1.7041610377296863,0,0.1,0.4194306481666034,0.16014945657058857
0,Speaker1,B,0,68,0,0.5600980977497301,0,0.1,0.3774875833499431,0.14413451091352972
0,Speaker1,B,1,69,1,1.3019832907790043,1,0.1,0.43973882501494876,0.22972105982217675
0,Speaker1,A,0,70,1,1.3066550134217332,0,0.9,0.3957649425134539,0.7869835645679663
0,Speaker1,A,1,71,0,0.5997858571870864,1,0.9,0.45618844826210847,0.8082852081111697
0,Speaker1,A,1,72,1,1.43744020683982,1,0.9,0.5105696034358976,0.8274566873000527
0,Speaker1,A,1,73,1,0.380995043544833,1,0.9,0.5595126430923079,0.8447110185700475
0,Speaker1,A,1,74,0,0.4723731256872341,1,0.9,0.603561378783077,0.8602399167130428
0,Speaker1,A,1,75,1,0.6101462270190828,1,0.9,0.6432052409047693,0.8742159250417385
0,Speaker1,A,1,76,0,2.067217695215483,1,0.9,0.6788847168142923,0.8867943325375647
0,Speaker1,A,0,77,1,0.5868813863328722,0,0.9,0.6109962451328631,0.7981148992838082
0,Speaker1,A,1,78,1,0.4791869349466697,1,0.9,0.6498966206195768,0.8183034093554273
0,Speaker1,A,0,79,1,0.6363364767327913,0,0.9,0.5849069585576191,0.7364730684198846
0,Speaker1,A,1,80,1,2.311861415213681,1,0.9,0.6264162627018571,0.7628257615778962
0,Speaker1,B,0,81,1,0.7552701765866511,0,0.1,0.5637746364316715,0.2067489538399591
0,Speaker1,B,0,82,0,0.5984322364067829,0,0.1,0.5073971727885044,0.18607405845596317
0,Speaker1,A,1,83,1,0.7494296390709707,1,0.9,0.556657455509654,0.7865431854201066
0,Speaker1,A,1,84,1,1.8504018679337972,1,0.9,0.6009917099586886,0.8078888668780959
0,Speaker1,A,1,85,1,0.7285456403188055,1,0.9,0.6408925389628197,0.8270999801902863
0,Speaker1,B,0,86,1,0.6192094894921002,0,0.1,0.5768032850665378,0.16746665261036686
0,Speaker1,A,1,87,1,1.5641001652798416,1,0.9,0.619122956559884,0.8443899821712577
0,Speaker1,A,1,88,1,1.5389741034213071,1,0.9,0.6572106609038956,0.8599509839541319
0,Speaker1,B,0,89,1,0.8299846808173399,0,0.1,0.591489594813506,0.15071998734933018
0,Speaker1,B,1,90,1,3.684284912671264,1,0.1,0.6323406353321555,0.23564798861439717
0,Speaker1,B,0,91,1,0.7011824833586726,0,0.1,0.56910657179894,0.21208318975295745
0,Speaker1,A,1,92,1,1.0743691435935934,1,0.9,0.612195914619046,0.8739558855587187
0,Speaker1,B,0,93,0,1.471432939901284,0,0.1,0.5509763231571414,0.19087487077766171
0,Speaker1,B,0,94,0,0.5574874646009782,0,0.1,0.49587869084142727,0.17178738369989555
0,Speaker1,B,0,95,1,0.8877714156005708,0,0.1,0.4462908217572846,0.154608645329906
0,Speaker1,B,1,96,1,0.838050616900528,1,0.1,0.5016617395815561,0.23914778079691543
0,Speaker1,B,0,97,0,0.8926261961858728,0,0.1,0.45149556562340054,0.2152330027172239
0,Speaker1,B,0,98,1,1.3426705044372058,0,0.1,0.4063460090610605,0.1937097024455015
0,Speaker1,B,0,99,0,0.42435532727185077,0,0.1,0.36571140815495445,0.17433873220095136
0,Speaker2,B,1,100,1,10.556258346416067,1,0.8,0.55,0.55
0,Speaker2,A,0,101,1,1.2073428500160366,0,0.2,0.49500000000000005,0.45
0,Speaker2,B,1,102,1,0.5783662307299009,1,0.8,0.5455000000000001,0.5950000000000001
0,Speaker2,B,1,103,1,0.5350759144986897,1,0.8,0.5909500000000001,0.6355000000000001
0,Speaker2,A,1,104,1,0.7466209991686921,1,0.2,0.631855,0.505
0,Speaker2,B,0,105,0,0.7050440563015776,0,0.8,0.5686695,0.5719500000000001
0,Speaker2,B,1,106,1,0.7040639572825239,1,0.8,0.6118025500000001,0.614755
0,Speaker2,B,1,107,0,0.7185225636061681,1,0.8,0.650622295,0.6532795
0,Speaker2,A,1,108,1,0.941428166020327,1,0.2,0.6855600655,0.5545
0,Speaker2,B,1,109,1,0.5254882437838828,1,0.8,0.7170040589500001,0.68795155
0,Speaker2,A,0,110,0,0.7386089917953633,0,0.2,0.645303653055,0.49905
0,Speaker2,A,0,111,1,1.3519271955841323,0,0.2,0.5807732877495001,0.449145
0,Speaker2,B,1,112,1,0.5863136751785049,1,0.8,0.6226959589745501,0.719156395
0,Speaker2,B,1,113,1,0.6110912794634901,1,0.8,0.6604263630770951,0.7472407554999999
0,Speaker2,B,1,114,0,2.8005469993866434,1,0.8,0.6943837267693856,0.77251667995
0,Speaker2,B,1,115,1,0.6627085560957247,1,0.8,0.7249453540924471,0.795265011955
0,Speaker2,A,0,116,0,2.9476779187020483,0,0.2,0.6524508186832024,0.40423050000000005
0,Speaker2,A,0,117,0,1.7401430119284456,0,0.2,0.5872057368148822,0.36380745000000003
0,Speaker2,A,0,118,1,1.8951320064389423,0,0.2,0.528485163133394,0.32742670500000004
0,Speaker2,B,1,119,0,0.9134986873644237,1,0.8,0.5756366468200547,0.8157385107595
0,Speaker2,B,1,120,1,0.6724846553554539,1,0.8,0.6180729821380492,0.83416465968355
0,Speaker2,A,0,121,0,0.5334462121120644,0,0.2,0.5562656839242442,0.2946840345
0,Speaker2,B,1,122,1,0.918483247863815,1,0.8,0.6006391155318198,0.8507481937151951
0,Speaker2,B,1,123,1,1.6614528330903684,1,0.8,0.6405752039786379,0.8656733743436755
0,Speaker2,B,1,124,1,0.5409613651963227,1,0.8,0.6765176835807741,0.879106036909308
0,Speaker2,A,0,125,1,1.0396732079438735,0,0.2,0.6088659152226967,0.26521563105
0,Speaker2,A,1,126,1,0.5902077362349533,1,0.2,0.6479793237004271,0.338694067945
0,Speaker2,A,0,127,0,1.0916306706904066,0,0.2,0.5831813913303844,0.3048246611505
0,Speaker2,A,0,128,0,1.2278342726927782,0,0.2,0.524863252197346,0.27434219503545
0,Speaker2,B,1,129,1,1.139853946683027,1,0.8,0.5723769269776114,0.8911954332183772
0,Speaker2,A,1,130,1,0.6097852560649571,1,0.2,0.6151392342798503,0.346907975531905
0,Speaker2,B,1,131,0,2.0197809219979668,1,0.8,0.6536253108518653,0.9020758898965395
0,Speaker2,B,1,132,1,0.8214508682501276,1,0.8,0.6882627797666787,0.9118683009068855
0,Speaker2,A,0,133,0,1.7102204266141143,0,0.2,0.6194365017900109,0.3122171779787145
0,Speaker2,B,1,134,1,0.6788893647851154,1,0.8,0.6574928516110098,0.920681470816197
0,Speaker2,A,0,135,1,0.6369668540612493,0,0.2,0.5917435664499088,0.2809954601808431
0,Speaker2,B,1,136,1,2.236963487665857,1,0.8,0.6325692098049179,0.9286133237345773
0,Speaker2,A,0,137,0,2.641594669851873,0,0.2,0.5693122888244262,0.2528959141627588
0,Speaker2,B,1,138,1,1.194817429322914,1,0.8,0.6123810599419836,0.9357519913611195
0,Speaker2,B,1,139,1,1.1426130555851592,1,0.8,0.6511429539477852,0.9421767922250076
0,Speaker2,A,1,140,1,0.7539000723441925,1,0.2,0.6860286585530067,0.32760632274648294
0,Speaker2,B,1,141,1,0.9348103553595836,1,0.8,0.717425792697706,0.9479591130025068
0,Speaker2,B,0,142,0,0.5225215076816596,0,0.8,0.6456832134279354,0.8531632017022561
0,Speaker2,B,1,143,1,0.9332385317482735,1,0.8,0.6811148920851419,0.8678468815320305
0,Speaker2,A,0,144,0,1.5480468239032206,0,0.2,0.6130034028766277,0.2948456904718347
0,Speaker2,A,0,145,0,0.5580433676624921,0,0.2,0.551703062588965,0.26536112142465124
0,Speaker2,A,1,146,1,1.900774923259854,1,0.2,0.5965327563300685,0.3388250092821861
0,Speaker2,A,1,147,0,0.7763813861676532,1,0.2,0.6368794806970617,0.4049425083539675
0,Speaker2,B,1,148,0,0.5513909513385649,1,0.8,0.6731915326273555,0.8810621933788274
0,Speaker2,B,1,149,1,0.7849415117161812,1,0.8,0.70587237936462,0.8929559740409446
0,Speaker2,B,1,150,0,0.9285116644328184,1,0.8,0.735285141428158,0.9036603766368502
0,Speaker2,A,0,151,0,0.6585707035216295,0,0.2,0.6617566272853422,0.36444825751857074
0,Speaker2,A,0,152,0,0.8573030386283165,0,0.2,0.595580964556808,0.32800343176671365
0,Speaker2,A,0,153,1,0.8627717954918757,0,0.2,0.5360228681011272,0.2952030885900423
0,Speaker2,B,1,154,1,1.084775326337467,1,0.8,0.5824205812910145,0.9132943389731651
0,Speaker2,A,1,155,1,1.8740138677923466,1,0.2,0.624178523161913,0.36568277973103813
0,Speaker2,A,0,156,1,1.0032958479528367,0,0.2,0.5617606708457218,0.32911450175793433
0,Speaker2,B,1,157,1,0.8555396062822548,1,0.8,0.6055846037611496,0.9219649050758486
0,Speaker2,B,1,158,1,0.8780989393536799,1,0.8,0.6450261433850347,0.9297684145682638
0,Speaker2,B,1,159,1,4.189937564476173,1,0.8,0.6805235290465312,0.9367915731114373
0,Speaker2,A,0,160,1,1.0802412129450936,0,0.2,0.6124711761418782,0.2962030515821409
0,Speaker2,A,0,161,1,0.49171925783464226,0,0.2,0.5512240585276904,0.2665827464239268
0,Speaker2,B,1,162,1,1.8086240147224046,1,0.8,0.5961016526749214,0.9431124158002936
0,Speaker2,B,1,163,1,0.7715803949487193,1,0.8,0.6364914874074293,0.9488011742202642
0,Speaker2,B,1,164,1,0.9472986117494008,1,0.8,0.6728423386666864,0.9539210567982378
0,Speaker2,A,1,165,1,1.3686746351736379,1,0.2,0.7055581048000178,0.3399244717815342
0,Speaker2,B,1,166,0,0.7199068590924256,1,0.8,0.735002294320016,0.958528951118414
0,Speaker2,B,1,167,1,1.574844125098463,1,0.8,0.7615020648880143,0.9626760560065726
0,Speaker2,B,1,168,1,1.7841808029051938,1,0.8,0.7853518583992128,0.9664084504059153
